# Sentence 1
log(p(nii | <s>)) = -5.379187107086182  [nii:shortlist]
p(puheentunnistimella | ... pitäs sitten sillä) is not predicted  [puheentunnistimella:OOV]
log(p(onnistua | ... sitten sillä puheentunnistimella)) = -6.806934356689453  [onnistua:shortlist]
log(p(tunnistamaan | ... sillä puheentunnistimella onnistua)) = -12.007454872131348  [tunnistamaan:shortlist]
log(p(</s> | ... puheentunnistimella onnistua tunnistamaan)) = -1.2640072107315063  [</s>:shortlist]
Sentence perplexity: 4852.708611478639

# Sentence 274
log(p(vaikka | <s>)) = -6.547929286956787  [vaikka:shortlist]
log(p(ja | <s> vaikka)) = -7.2645111083984375  [ja:shortlist]
log(p(nii | <s> vaikka ja)) = -7.168307781219482  [nii:shortlist]
log(p(sillo | ... vaikka ja nii)) = -8.697505950927734  [sillo:shortlist]
log(p(sillo | ... ja nii sillo)) = -8.010414123535156  [sillo:shortlist]
log(p(tota | ... nii sillo sillo)) = -9.519999504089355  [tota:shortlist]
log(p(nii | ... sillo sillo tota)) = -5.527153968811035  [nii:shortlist]
log(p(</s> | ... sillo tota nii)) = -3.3557686805725098  [</s>:shortlist]
Sentence perplexity: 1109.2604384297065

# Sentence 275
log(p(tälläset | <s>)) = -10.840415000915527  [tälläset:shortlist]
log(p(sanat | <s> tälläset)) = -4.962653636932373  [sanat:shortlist]
log(p(pitäs | <s> tälläset sanat)) = -6.625763416290283  [pitäs:shortlist]
log(p(vähintäänki | ... tälläset sanat pitäs)) = -11.563056945800781  [vähintäänki:shortlist]
log(p(toimia | ... sanat pitäs vähintäänki)) = -6.912242412567139  [toimia:shortlist]
log(p(</s> | ... pitäs vähintäänki toimia)) = -0.7275458574295044  [</s>:shortlist]
Sentence perplexity: 1031.338630128176

# Sentence 276
log(p(mutta | <s>)) = -4.712822437286377  [mutta:shortlist]
log(p(eikös | <s> mutta)) = -6.422971248626709  [eikös:shortlist]
log(p(tähä | <s> mutta eikös)) = -11.400491714477539  [tähä:shortlist]
log(p(voi | ... mutta eikös tähä)) = -3.2556328773498535  [voi:shortlist]
log(p(puhuu | ... eikös tähä voi)) = -8.204845428466797  [puhuu:shortlist]
log(p(iha | ... tähä voi puhuu)) = -5.178201198577881  [iha:shortlist]
log(p(vaikka | ... voi puhuu iha)) = -6.805733680725098  [vaikka:shortlist]
log(p(täytesanoja | ... puhuu iha vaikka)) = -inf  [täytesanoja:OOS]
log(p(</s> | ... iha vaikka täytesanoja)) = -1.117438554763794  [</s>:shortlist]
Sentence perplexity: 360.4189635936438

# Sentence 277
log(p(noo | <s>)) = -8.06074047088623  [noo:shortlist]
log(p(se | <s> noo)) = -3.7860660552978516  [se:shortlist]
log(p(varmaa | <s> noo se)) = -6.582538604736328  [varmaa:shortlist]
log(p(kuuluu | ... noo se varmaa)) = -6.035959720611572  [kuuluu:shortlist]
log(p(jonki | ... se varmaa kuuluu)) = -11.408946990966797  [jonki:shortlist]
log(p(verran | ... varmaa kuuluu jonki)) = -1.5586917400360107  [verran:shortlist]
log(p(sen | ... kuuluu jonki verran)) = -5.184698581695557  [sen:shortlist]
log(p(takia | ... jonki verran sen)) = -3.725891590118408  [takia:shortlist]
log(p(että | ... verran sen takia)) = -0.6766149401664734  [että:shortlist]
log(p(saa | ... sen takia että)) = -6.454972267150879  [saa:shortlist]
log(p(vähän | ... takia että saa)) = -5.200500011444092  [vähän:shortlist]
log(p(puhetta | ... että saa vähän)) = -11.120564460754395  [puhetta:shortlist]
log(p(</s> | ... saa vähän puhetta)) = -1.3943533897399902  [</s>:shortlist]
Sentence perplexity: 238.9358949825887

# Sentence 278
log(p(no | <s>)) = -3.934074878692627  [no:shortlist]
log(p(sama | <s> no)) = -7.082747459411621  [sama:shortlist]
log(p(asiaha | <s> no sama)) = -inf  [asiaha:OOS]
log(p(ne | ... no sama asiaha)) = -4.852774143218994  [ne:shortlist]
log(p(on | ... sama asiaha ne)) = -1.0973467826843262  [on:shortlist]
log(p(suunnillee | ... asiaha ne on)) = -10.43071460723877  [suunnillee:shortlist]
log(p(naantali | ... ne on suunnillee)) = -17.840938568115234  [naantali:shortlist]
log(p(ja | ... on suunnillee naantali)) = -2.2487049102783203  [ja:shortlist]
log(p(pääkaupunkiseutu | ... suunnillee naantali ja)) = -11.726452827453613  [pääkaupunkiseutu:shortlist]
log(p(</s> | ... naantali ja pääkaupunkiseutu)) = -0.9123654961585999  [</s>:shortlist]
Sentence perplexity: 796.8607642325067

# Sentence 279
log(p(nii | <s>)) = -5.379187107086182  [nii:shortlist]
log(p(no | <s> nii)) = -3.953078269958496  [no:shortlist]
log(p(no | <s> nii no)) = -6.283004283905029  [no:shortlist]
log(p(ei | ... nii no no)) = -2.3895578384399414  [ei:shortlist]
log(p(sentää | ... no no ei)) = -6.9895782470703125  [sentää:shortlist]
log(p(</s> | ... no ei sentää)) = -1.011125087738037  [</s>:shortlist]
Sentence perplexity: 76.26812857505196

# Sentence 280
log(p(nii | <s>)) = -5.379187107086182  [nii:shortlist]
log(p(selvästi | <s> nii)) = -10.45445728302002  [selvästi:shortlist]
log(p(käyty | <s> nii selvästi)) = -10.195040702819824  [käyty:shortlist]
log(p(tuta | ... nii selvästi käyty)) = -15.087421417236328  [tuta:shortlist]
log(p(ku | ... selvästi käyty tuta)) = -5.8645477294921875  [ku:shortlist]
log(p(puhutaa | ... käyty tuta ku)) = -8.044095993041992  [puhutaa:shortlist]
log(p(negatiivisesta | ... tuta ku puhutaa)) = -14.157313346862793  [negatiivisesta:shortlist]
log(p(hyödystä | ... ku puhutaa negatiivisesta)) = -13.259968757629395  [hyödystä:shortlist]
log(p(ja | ... puhutaa negatiivisesta hyödystä)) = -2.536569118499756  [ja:shortlist]
log(p(</s> | ... negatiivisesta hyödystä ja)) = -4.309804439544678  [</s>:shortlist]
Sentence perplexity: 7546.510798474423

# Sentence 281
log(p(no | <s>)) = -3.934074878692627  [no:shortlist]
log(p(saa | <s> no)) = -8.26231861114502  [saa:shortlist]
log(p(saa | <s> no saa)) = -9.342851638793945  [saa:shortlist]
log(p(siis | ... no saa saa)) = -5.47920560836792  [siis:shortlist]
log(p(normaalia | ... saa saa siis)) = -10.650152206420898  [normaalia:shortlist]
log(p(keskustelua | ... saa siis normaalia)) = -6.587721824645996  [keskustelua:shortlist]
log(p(</s> | ... siis normaalia keskustelua)) = -0.9939972162246704  [</s>:shortlist]
Sentence perplexity: 641.8352892943404

# Sentence 282
log(p(no | <s>)) = -3.934074878692627  [no:shortlist]
log(p(on | <s> no)) = -4.1858625411987305  [on:shortlist]
log(p(se | <s> no on)) = -0.9575099349021912  [se:shortlist]
log(p(ehkä | ... no on se)) = -5.71453332901001  [ehkä:shortlist]
log(p(semmonen | ... on se ehkä)) = -7.166312217712402  [semmonen:shortlist]
log(p(et | ... se ehkä semmonen)) = -3.2749905586242676  [et:shortlist]
log(p(kyl | ... ehkä semmonen et)) = -5.581423282623291  [kyl:shortlist]
log(p(se | ... semmonen et kyl)) = -1.2928729057312012  [se:shortlist]
log(p(ehkä | ... et kyl se)) = -5.438554286956787  [ehkä:shortlist]
log(p(sais | ... kyl se ehkä)) = -6.060487747192383  [sais:shortlist]
log(p(nuorisolipun | ... se ehkä sais)) = -inf  [nuorisolipun:OOS]
log(p(junassa | ... ehkä sais nuorisolipun)) = -12.597616195678711  [junassa:shortlist]
log(p(jos | ... sais nuorisolipun junassa)) = -2.7015199661254883  [jos:shortlist]
log(p(se | ... nuorisolipun junassa jos)) = -2.403668165206909  [se:shortlist]
log(p(oikeen | ... junassa jos se)) = -8.5242338180542  [oikeen:shortlist]
log(p(yrittäis | ... jos se oikeen)) = -6.164469242095947  [yrittäis:shortlist]
log(p(</s> | ... se oikeen yrittäis)) = -1.8863850831985474  [</s>:shortlist]
Sentence perplexity: 130.03220292184062

# Sentence 283
log(p(mut | <s>)) = -4.048335552215576  [mut:shortlist]
log(p(mun | <s> mut)) = -4.697458744049072  [mun:shortlist]
log(p(mielest | <s> mut mun)) = -3.256478786468506  [mielest:shortlist]
log(p(se | ... mut mun mielest)) = -1.7838106155395508  [se:shortlist]
log(p(goon | ... mun mielest se)) = -inf  [goon:OOS]
log(p(opiskelu | ... mielest se goon)) = -10.108617782592773  [opiskelu:shortlist]
log(p(on | ... se goon opiskelu)) = -0.5522682070732117  [on:shortlist]
log(p(menny | ... goon opiskelu on)) = -6.343561172485352  [menny:shortlist]
log(p(enemmän | ... opiskelu on menny)) = -6.650969982147217  [enemmän:shortlist]
log(p(niinku | ... on menny enemmän)) = -4.0651984214782715  [niinku:shortlist]
log(p(semmoseks | ... menny enemmän niinku)) = -9.3071928024292  [semmoseks:shortlist]
p(raa'aks | ... enemmän niinku semmoseks) is not predicted  [raa'aks:OOV]
p(muistamiseks | ... niinku semmoseks raa'aks) is not predicted  [muistamiseks:OOV]
log(p(tai | ... semmoseks raa'aks muistamiseks)) = -3.534865617752075  [tai:shortlist]
log(p(semmokseks | ... raa'aks muistamiseks tai)) = -inf  [semmokseks:OOS]
log(p(työksi | ... muistamiseks tai semmokseks)) = -12.600018501281738  [työksi:shortlist]
log(p(</s> | ... tai semmokseks työksi)) = -0.6435045599937439  [</s>:shortlist]
Sentence perplexity: 181.1646363974938

# Sentence 284
log(p(en | <s>)) = -3.7328877449035645  [en:shortlist]
log(p(oo | <s> en)) = -2.7454609870910645  [oo:shortlist]
log(p(ajatellu | <s> en oo)) = -6.425076484680176  [ajatellu:shortlist]
log(p(asiaa | ... en oo ajatellu)) = -5.000665664672852  [asiaa:shortlist]
log(p(ennen | ... oo ajatellu asiaa)) = -5.535274028778076  [ennen:shortlist]
log(p(noin | ... ajatellu asiaa ennen)) = -8.0525541305542  [noin:shortlist]
log(p(</s> | ... asiaa ennen noin)) = -1.3247190713882446  [</s>:shortlist]
Sentence perplexity: 108.6455945669828

# Sentence 285
log(p(plus | <s>)) = -9.439634323120117  [plus:shortlist]
log(p(miinus | <s> plus)) = -8.185837745666504  [miinus:shortlist]
log(p(jako | <s> plus miinus)) = -8.63668441772461  [jako:shortlist]
log(p(kerto | ... plus miinus jako)) = -10.871916770935059  [kerto:shortlist]
log(p(</s> | ... miinus jako kerto)) = -2.8382890224456787  [</s>:shortlist]
Sentence perplexity: 2964.526066462013

# Sentence 286
log(p(mm | <s>)) = -11.857369422912598  [mm:shortlist]
log(p(mitä | <s> mm)) = -5.899961948394775  [mitä:shortlist]
log(p(derivointi | <s> mm mitä)) = -17.02605628967285  [derivointi:shortlist]
log(p(sitte | ... mm mitä derivointi)) = -5.677021503448486  [sitte:shortlist]
log(p(on | ... mitä derivointi sitte)) = -1.0182020664215088  [on:shortlist]
log(p(</s> | ... derivointi sitte on)) = -0.9868765473365784  [</s>:shortlist]
Sentence perplexity: 1185.098646818115

# Sentence 287
log(p(tai | <s>)) = -4.7372660636901855  [tai:shortlist]
log(p(siis | <s> tai)) = -1.9780851602554321  [siis:shortlist]
log(p(integrointihan | <s> tai siis)) = -inf  [integrointihan:OOS]
log(p(on | ... tai siis integrointihan)) = -2.270796060562134  [on:shortlist]
p(summaamista | ... siis integrointihan on) is not predicted  [summaamista:OOV]
log(p(</s> | ... integrointihan on summaamista)) = -1.2375746965408325  [</s>:shortlist]
Sentence perplexity: 12.883281914723367

# Sentence 288
log(p(mitä | <s>)) = -5.414463520050049  [mitä:shortlist]
log(p(se | <s> mitä)) = -2.7183778285980225  [se:shortlist]
log(p(sitte | <s> mitä se)) = -4.549462795257568  [sitte:shortlist]
log(p(on | ... mitä se sitte)) = -2.0773353576660156  [on:shortlist]
log(p(</s> | ... se sitte on)) = -0.9162880182266235  [</s>:shortlist]
Sentence perplexity: 22.992900720574287

# Sentence 289
log(p(tai | <s>)) = -4.7372660636901855  [tai:shortlist]
log(p(siis | <s> tai)) = -1.9780851602554321  [siis:shortlist]
log(p(onhan | <s> tai siis)) = -5.710151195526123  [onhan:shortlist]
log(p(se | ... tai siis onhan)) = -0.7752813696861267  [se:shortlist]
log(p(kulmakerroin | ... siis onhan se)) = -inf  [kulmakerroin:OOS]
log(p(ja | ... onhan se kulmakerroin)) = -3.4136433601379395  [ja:shortlist]
log(p(kulmakertoimen | ... se kulmakerroin ja)) = -inf  [kulmakertoimen:OOS]
log(p(saa | ... kulmakerroin ja kulmakertoimen)) = -7.918333530426025  [saa:shortlist]
log(p(jakolaskulla | ... ja kulmakertoimen saa)) = -inf  [jakolaskulla:OOS]
log(p(</s> | ... kulmakertoimen saa jakolaskulla)) = -1.3644908666610718  [</s>:shortlist]
Sentence perplexity: 40.43142640026392

# Sentence 290
log(p(mut | <s>)) = -4.048335552215576  [mut:shortlist]
log(p(sit | <s> mut)) = -3.590160846710205  [sit:shortlist]
log(p(jos | <s> mut sit)) = -2.949385643005371  [jos:shortlist]
log(p(miettii | ... mut sit jos)) = -7.094771862030029  [miettii:shortlist]
log(p(jotain | ... sit jos miettii)) = -4.602329730987549  [jotain:shortlist]
log(p(abstraktin | ... jos miettii jotain)) = -inf  [abstraktin:OOS]
log(p(algebran | ... miettii jotain abstraktin)) = -inf  [algebran:OOS]
log(p(operaatioita | ... jotain abstraktin algebran)) = -15.251008987426758  [operaatioita:shortlist]
log(p(et | ... abstraktin algebran operaatioita)) = -5.9955949783325195  [et:shortlist]
log(p(vaikka | ... algebran operaatioita et)) = -7.681131839752197  [vaikka:shortlist]
log(p(permutaatioiden | ... operaatioita et vaikka)) = -inf  [permutaatioiden:OOS]
log(p(yhdistäminen | ... et vaikka permutaatioiden)) = -13.566457748413086  [yhdistäminen:shortlist]
log(p(</s> | ... vaikka permutaatioiden yhdistäminen)) = -3.1997275352478027  [</s>:shortlist]
Sentence perplexity: 895.9552543730323

# Sentence 291
log(p(neli | <s>)) = -14.810894966125488  [neli:shortlist]
log(p(sillon | <s> neli)) = -9.194066047668457  [sillon:shortlist]
log(p(se | <s> neli sillon)) = -3.7808895111083984  [se:shortlist]
log(p(on | ... neli sillon se)) = -1.2760566473007202  [on:shortlist]
log(p(vaan | ... sillon se on)) = -4.086979866027832  [vaan:shortlist]
log(p(että | ... se on vaan)) = -5.411782741546631  [että:shortlist]
log(p(pelaa | ... on vaan että)) = -10.369277954101562  [pelaa:shortlist]
log(p(tarpeeks | ... vaan että pelaa)) = -8.314362525939941  [tarpeeks:shortlist]
log(p(pelejä | ... että pelaa tarpeeks)) = -7.801521301269531  [pelejä:shortlist]
log(p(</s> | ... pelaa tarpeeks pelejä)) = -0.9870548248291016  [</s>:shortlist]
Sentence perplexity: 737.5166310911391

# Sentence 292
log(p(mut | <s>)) = -4.048335552215576  [mut:shortlist]
log(p(eks | <s> mut)) = -8.74980354309082  [eks:shortlist]
log(p(eks | <s> mut eks)) = -12.191608428955078  [eks:shortlist]
log(p(kuitenkin | ... mut eks eks)) = -7.82461404800415  [kuitenkin:shortlist]
log(p(sellanen | ... eks eks kuitenkin)) = -9.984508514404297  [sellanen:shortlist]
log(p(raaka | ... eks kuitenkin sellanen)) = -9.678105354309082  [raaka:shortlist]
p(laskutehokin | ... kuitenkin sellanen raaka) is not predicted  [laskutehokin:OOV]
log(p(oo | ... sellanen raaka laskutehokin)) = -2.4561405181884766  [oo:shortlist]
log(p(yks | ... raaka laskutehokin oo)) = -7.922340393066406  [yks:shortlist]
log(p(aspekti | ... laskutehokin oo yks)) = -13.354363441467285  [aspekti:shortlist]
log(p(</s> | ... oo yks aspekti)) = -1.2862917184829712  [</s>:shortlist]
Sentence perplexity: 2320.6698494983175

# Sentence 293
log(p(kuinka | <s>)) = -7.322836399078369  [kuinka:shortlist]
log(p(nopeesti | <s> kuinka)) = -5.713603973388672  [nopeesti:shortlist]
log(p(pystyy | <s> kuinka nopeesti)) = -6.850488185882568  [pystyy:shortlist]
log(p(käymään | ... kuinka nopeesti pystyy)) = -6.136934280395508  [käymään:shortlist]
p(pelipuun | ... nopeesti pystyy käymään) is not predicted  [pelipuun:OOV]
log(p(variaatioita | ... pystyy käymään pelipuun)) = -15.802919387817383  [variaatioita:shortlist]
log(p(läpi | ... käymään pelipuun variaatioita)) = -6.360617160797119  [läpi:shortlist]
log(p(</s> | ... pelipuun variaatioita läpi)) = -0.9012241363525391  [</s>:shortlist]
Sentence perplexity: 1110.605347085358

# Sentence 294
log(p(nii | <s>)) = -5.379187107086182  [nii:shortlist]
log(p(eli | <s> nii)) = -4.8943586349487305  [eli:shortlist]
log(p(intuition | <s> nii eli)) = -inf  [intuition:OOS]
log(p(kehittämistä | ... nii eli intuition)) = -13.564608573913574  [kehittämistä:shortlist]
log(p(</s> | ... eli intuition kehittämistä)) = -1.1837289333343506  [</s>:shortlist]
Sentence perplexity: 520.8545417746393

# Sentence 295
log(p(kun | <s>)) = -4.623974323272705  [kun:shortlist]
log(p(mielessää | <s> kun)) = -18.250059127807617  [mielessää:shortlist]
log(p(asettelee | <s> kun mielessää)) = -12.45677375793457  [asettelee:shortlist]
log(p(niit | ... kun mielessää asettelee)) = -3.4041285514831543  [niit:shortlist]
log(p(kiviä | ... mielessää asettelee niit)) = -6.263383865356445  [kiviä:shortlist]
log(p(ni | ... asettelee niit kiviä)) = -3.3834424018859863  [ni:shortlist]
log(p(että | ... niit kiviä ni)) = -6.064652919769287  [että:shortlist]
log(p(kuinka | ... kiviä ni että)) = -7.4686784744262695  [kuinka:shortlist]
log(p(hyvin | ... ni että kuinka)) = -4.129389762878418  [hyvin:shortlist]
log(p(pystyy | ... että kuinka hyvin)) = -5.2685089111328125  [pystyy:shortlist]
log(p(pitämään | ... kuinka hyvin pystyy)) = -5.7238545417785645  [pitämään:shortlist]
log(p(sen | ... hyvin pystyy pitämään)) = -3.518637180328369  [sen:shortlist]
log(p(mielikuvan | ... pystyy pitämään sen)) = -11.844470024108887  [mielikuvan:shortlist]
log(p(yllä | ... pitämään sen mielikuvan)) = -4.7196044921875  [yllä:shortlist]
log(p(</s> | ... sen mielikuvan yllä)) = -0.650441586971283  [</s>:shortlist]
Sentence perplexity: 677.2225812690415

# Sentence 296
log(p(nii | <s>)) = -5.379187107086182  [nii:shortlist]
log(p(voiskohan | <s> nii)) = -10.614750862121582  [voiskohan:shortlist]
log(p(sitä | <s> nii voiskohan)) = -2.843472480773926  [sitä:shortlist]
log(p(taitoa | ... nii voiskohan sitä)) = -10.319125175476074  [taitoa:shortlist]
log(p(kehittää | ... voiskohan sitä taitoa)) = -6.803935527801514  [kehittää:shortlist]
log(p(jotenki | ... sitä taitoa kehittää)) = -5.690820693969727  [jotenki:shortlist]
log(p(</s> | ... taitoa kehittää jotenki)) = -1.6882445812225342  [</s>:shortlist]
Sentence perplexity: 488.51117477967273

# Sentence 297
log(p(must | <s>)) = -8.508368492126465  [must:shortlist]
log(p(tuntuu | <s> must)) = -2.302809000015259  [tuntuu:shortlist]
log(p(että | <s> must tuntuu)) = -1.5310251712799072  [että:shortlist]
log(p(jos | ... must tuntuu että)) = -3.2498669624328613  [jos:shortlist]
log(p(sä | ... tuntuu että jos)) = -4.006918907165527  [sä:shortlist]
log(p(oot | ... että jos sä)) = -2.208738088607788  [oot:shortlist]
log(p(sun | ... jos sä oot)) = -4.688109874725342  [sun:shortlist]
log(p(osaamises | ... sä oot sun)) = -inf  [osaamises:OOS]
log(p(niin | ... oot sun osaamises)) = -1.3009337186813354  [niin:shortlist]
log(p(kun | ... sun osaamises niin)) = -6.35089635848999  [kun:shortlist]
log(p(huipulla | ... osaamises niin kun)) = -14.22271728515625  [huipulla:shortlist]
log(p(</s> | ... niin kun huipulla)) = -2.9861419200897217  [</s>:shortlist]
Sentence perplexity: 106.56712526660701

# Sentence 298
log(p(tai | <s>)) = -4.7372660636901855  [tai:shortlist]
log(p(siis | <s> tai)) = -1.9780851602554321  [siis:shortlist]
log(p(se | <s> tai siis)) = -2.8873164653778076  [se:shortlist]
log(p(sä | ... tai siis se)) = -9.989874839782715  [sä:shortlist]
log(p(et | ... siis se sä)) = -2.485084056854248  [et:shortlist]
log(p(pysty | ... se sä et)) = -4.37211799621582  [pysty:shortlist]
log(p(tekee | ... sä et pysty)) = -4.653637886047363  [tekee:shortlist]
log(p(sellasia | ... et pysty tekee)) = -8.481554985046387  [sellasia:shortlist]
log(p(juttuja | ... pysty tekee sellasia)) = -2.821284055709839  [juttuja:shortlist]
log(p(mitkä | ... tekee sellasia juttuja)) = -4.381166934967041  [mitkä:shortlist]
log(p(on | ... sellasia juttuja mitkä)) = -0.8064702153205872  [on:shortlist]
log(p(ihan | ... juttuja mitkä on)) = -3.670719861984253  [ihan:shortlist]
log(p(sun | ... mitkä on ihan)) = -6.334654808044434  [sun:shortlist]
log(p(niinku | ... on ihan sun)) = -8.376019477844238  [niinku:shortlist]
log(p(tietämyksen | ... ihan sun niinku)) = -13.657854080200195  [tietämyksen:shortlist]
log(p(rajalla | ... sun niinku tietämyksen)) = -6.8383612632751465  [rajalla:shortlist]
log(p(mut | ... niinku tietämyksen rajalla)) = -4.670738697052002  [mut:shortlist]
log(p(sit | ... tietämyksen rajalla mut)) = -3.913252353668213  [sit:shortlist]
log(p(semmoset | ... rajalla mut sit)) = -9.753503799438477  [semmoset:shortlist]
log(p(mitkä | ... mut sit semmoset)) = -4.8360371589660645  [mitkä:shortlist]
log(p(on | ... sit semmoset mitkä)) = -0.9794130325317383  [on:shortlist]
log(p(vähän | ... semmoset mitkä on)) = -5.593812942504883  [vähän:shortlist]
log(p(alapuolella | ... mitkä on vähän)) = -11.163015365600586  [alapuolella:shortlist]
log(p(niitä | ... on vähän alapuolella)) = -6.855474472045898  [niitä:shortlist]
log(p(sä | ... vähän alapuolella niitä)) = -9.488877296447754  [sä:shortlist]
log(p(pystyt | ... alapuolella niitä sä)) = -6.410894393920898  [pystyt:shortlist]
log(p(tekee | ... niitä sä pystyt)) = -4.855189323425293  [tekee:shortlist]
log(p(</s> | ... sä pystyt tekee)) = -3.2422142028808594  [</s>:shortlist]
Sentence perplexity: 284.6357804405688

# Sentence 299
log(p(no | <s>)) = -3.934074878692627  [no:shortlist]
log(p(sehän | <s> no)) = -4.963517189025879  [sehän:shortlist]
log(p(on | <s> no sehän)) = -0.7872629761695862  [on:shortlist]
log(p(sitte | ... no sehän on)) = -5.143442630767822  [sitte:shortlist]
log(p(ihan | ... sehän on sitte)) = -2.949648380279541  [ihan:shortlist]
log(p(ikäsensä | ... on sitte ihan)) = -inf  [ikäsensä:OOS]
log(p(näkönen | ... sitte ihan ikäsensä)) = -5.082205295562744  [näkönen:shortlist]
log(p(</s> | ... ihan ikäsensä näkönen)) = -0.7964411377906799  [</s>:shortlist]
Sentence perplexity: 29.35647727166929

# Sentence 300
log(p(mut | <s>)) = -4.048335552215576  [mut:shortlist]
log(p(siis | <s> mut)) = -4.202375888824463  [siis:shortlist]
log(p(must | <s> mut siis)) = -7.456222057342529  [must:shortlist]
log(p(tuntuu | ... mut siis must)) = -2.2066421508789062  [tuntuu:shortlist]
log(p(et | ... siis must tuntuu)) = -0.7201547026634216  [et:shortlist]
log(p(mul | ... must tuntuu et)) = -4.181248664855957  [mul:shortlist]
log(p(on | ... tuntuu et mul)) = -0.24196258187294006  [on:shortlist]
log(p(niinku | ... et mul on)) = -6.855200290679932  [niinku:shortlist]
log(p(semmonen | ... mul on niinku)) = -6.117154598236084  [semmonen:shortlist]
log(p(tietty | ... on niinku semmonen)) = -7.260566711425781  [tietty:shortlist]
log(p(henkinen | ... niinku semmonen tietty)) = -7.301507949829102  [henkinen:shortlist]
log(p(resurssi | ... semmonen tietty henkinen)) = -inf  [resurssi:OOS]
log(p(esimerkiks | ... tietty henkinen resurssi)) = -9.549102783203125  [esimerkiks:shortlist]
log(p(vaikka | ... henkinen resurssi esimerkiks)) = -6.577602863311768  [vaikka:shortlist]
log(p(kaheksan | ... resurssi esimerkiks vaikka)) = -11.281710624694824  [kaheksan:shortlist]
log(p(tuntia | ... esimerkiks vaikka kaheksan)) = -4.001634120941162  [tuntia:shortlist]
log(p(päivässä | ... vaikka kaheksan tuntia)) = -2.9068737030029297  [päivässä:shortlist]
log(p(mitä | ... kaheksan tuntia päivässä)) = -6.999431133270264  [mitä:shortlist]
log(p(mä | ... tuntia päivässä mitä)) = -3.3102431297302246  [mä:shortlist]
log(p(voin | ... päivässä mitä mä)) = -5.305200099945068  [voin:shortlist]
log(p(käyttää | ... mitä mä voin)) = -5.458844184875488  [käyttää:shortlist]
log(p(ja | ... mä voin käyttää)) = -2.3164920806884766  [ja:shortlist]
log(p(sit | ... voin käyttää ja)) = -2.7415363788604736  [sit:shortlist]
log(p(jos | ... käyttää ja sit)) = -2.7831239700317383  [jos:shortlist]
log(p(mä | ... ja sit jos)) = -4.600466251373291  [mä:shortlist]
log(p(käytän | ... sit jos mä)) = -6.339072227478027  [käytän:shortlist]
log(p(sen | ... jos mä käytän)) = -3.7768287658691406  [sen:shortlist]
log(p(kouluhommiin | ... mä käytän sen)) = -inf  [kouluhommiin:OOS]
log(p(niin | ... käytän sen kouluhommiin)) = -1.89734947681427  [niin:shortlist]
log(p(sit | ... sen kouluhommiin niin)) = -2.7932193279266357  [sit:shortlist]
log(p(mä | ... kouluhommiin niin sit)) = -4.257490634918213  [mä:shortlist]
log(p(en | ... niin sit mä)) = -2.014172077178955  [en:shortlist]
log(p(enää | ... sit mä en)) = -4.060990810394287  [enää:shortlist]
log(p(jaksa | ... mä en enää)) = -2.383634567260742  [jaksa:shortlist]
log(p(keskittyä | ... en enää jaksa)) = -6.028998374938965  [keskittyä:shortlist]
log(p(goon | ... enää jaksa keskittyä)) = -inf  [goon:OOS]
log(p(opiskeluun | ... jaksa keskittyä goon)) = -9.028306007385254  [opiskeluun:shortlist]
log(p(</s> | ... keskittyä goon opiskeluun)) = -0.964842677116394  [</s>:shortlist]
Sentence perplexity: 102.27573984977869

# Sentence 301
log(p(oliks | <s>)) = -7.7347798347473145  [oliks:shortlist]
log(p(teil | <s> oliks)) = -5.377602577209473  [teil:shortlist]
log(p(se | <s> oliks teil)) = -3.566624641418457  [se:shortlist]
log(p(sama | ... oliks teil se)) = -4.034477233886719  [sama:shortlist]
log(p(systeemi | ... teil se sama)) = -7.498201847076416  [systeemi:shortlist]
log(p(et | ... se sama systeemi)) = -3.8977768421173096  [et:shortlist]
log(p(häviäjä | ... sama systeemi et)) = -15.220202445983887  [häviäjä:shortlist]
log(p(punnertaa | ... systeemi et häviäjä)) = -13.681925773620605  [punnertaa:shortlist]
log(p(</s> | ... et häviäjä punnertaa)) = -2.020279884338379  [</s>:shortlist]
Sentence perplexity: 1100.5234741232143

# Sentence 302
log(p(se | <s>)) = -3.641787052154541  [se:shortlist]
log(p(o | <s> se)) = -5.777529239654541  [o:shortlist]
log(p(hyvä | <s> se o)) = -3.2972962856292725  [hyvä:shortlist]
log(p(et | ... se o hyvä)) = -3.4593780040740967  [et:shortlist]
log(p(pääsi | ... o hyvä et)) = -8.73584270477295  [pääsi:shortlist]
log(p(vanhast | ... hyvä et pääsi)) = -10.227160453796387  [vanhast:shortlist]
log(p(eroon | ... et pääsi vanhast)) = -1.957524061203003  [eroon:shortlist]
log(p(helpost | ... pääsi vanhast eroon)) = -10.904304504394531  [helpost:shortlist]
log(p(sitten | ... vanhast eroon helpost)) = -9.341909408569336  [sitten:shortlist]
log(p(</s> | ... eroon helpost sitten)) = -2.5272109508514404  [</s>:shortlist]
Sentence perplexity: 398.2158784937561

# Sentence 303
log(p(eiks | <s>)) = -6.4436936378479  [eiks:shortlist]
log(p(sen | <s> eiks)) = -4.490786552429199  [sen:shortlist]
p(deedlain | <s> eiks sen) is not predicted  [deedlain:OOV]
log(p(ollu | ... eiks sen deedlain)) = -3.141914129257202  [ollu:shortlist]
log(p(vast | ... sen deedlain ollu)) = -8.257452964782715  [vast:shortlist]
